DistOd;TypeObject;Object_Code;ObjectName;Object_Code_T;Marker;Length;Width;Depth_min;Depth_max;OrientTD;OrientBD;MPoint_Orient;MPoint_Dist;Type_Def;DistML;DistMR;DistStL;DistStR;LinkStL;LinkStR;LinkML;LinkMR;Comments;Latitude;Longtitude;Altitude;
383896;4;0;PW38390;Продольный шов;ЛОЖЬ;;;;;3,57;;;;;;;;;;;;;;;;
391668;1;8;M39167;Пригруз;ЛОЖЬ;;;;;;;;;;;;;;;;;;Участок пригрузов начало;;;
392988;0;0;W39299;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
393720;4;0;PW39372;Продольный шов;ЛОЖЬ;;;;;11,03;;;;;;;;;;;;;;;;
394756;2;6;D394756;Технологический дефект;ЛОЖЬ;32;33;0;0;8,36;8,51;8,42;394764;1;;;;;;;;;эквивалент потери металла 6%;;;
403000;1;8;M40300;Пригруз;ЛОЖЬ;;;;;;;;;;;;;;;;;;Участок пригрузов конец;;;
404576;0;0;W40458;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
406380;4;0;PW40638;Продольный шов;ЛОЖЬ;;;;;1,51;;;;;;;;;;;;;;;;
412528;2;0;D412528;Коррозия;ЛОЖЬ;24;39;10;10;8,48;9,06;8,54;412536;1;;;;;;;;;;;;
416088;0;0;W41609;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
418636;4;0;PW41864;Продольный шов;ЛОЖЬ;;;;;5,39;;;;;;;;;;;;;;;;
426624;1;1;M42662;Маркер;ИСТИНА;;;;;;;;;;;;;;;;;;Лоток приема;;;
426625;0;0;W42669;Шов;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;
